5.5	5.5	208.3	2.0																						
5.5	6	224.0	2.2																						
5.5	6.5	196.9	2.0																						
5.5	7	190.5	1.9																						
5.5	7.5	175.3	1.8																						
5.5	8	169.3	1.8																						
5.5	8.5	164.2	1.6																						
5.5	9	162.9	1.8																						
6	2	436.8	4.7																						
6	2.5	382.0	4.4																						
6	3	327.0	3.5																						
6	3.5	278.1	2.8																						
6	4	275.6	3.1																						
6	4.5	234.2	2.4																						
6	5	239.6	2.8																						
6	5.5	199.9	2.0																						
6	6	215.9	2.6																						
6	6.5	182.4	1.9																						
6	7	207.5	2.4																						
6	7.5	169.4	1.8																						
6	8	173.0	1.9																						
6	8.5	153.9	1.6																						
6	9	191.5	1.9																						
6.5	2	454.7	4.7																						
6.5	2.5	366.6	4.0																						
6.5	3	376.0	4.0																						
6.5	3.5	272.2	2.8																						
6.5	4	264.2	2.8																						
6.5	4.5	247.0	2.4																						
6.5	5	226.2	2.4																						
6.5	5.5	197.9	2.0																						
6.5	6	197.1	2.0																						
6.5	6.5	183.9	2.0																						
6.5	7	175.9	1.8																						
6.5	7.5	159.3	1.8																						
6.5	8	160.3	1.8																						
6.5	8.5	147.9	1.6																						
6.5	9	144.4	1.4																						
7	2	445.7	4.7																						
7	2.5	357.3	4.0																						
7	3	311.9	3.1																						
7	3.5	280.7	2.8																						
7	4	262.5	2.6																						
7	4.5	236.6	2.6																						
7	5	210.1	2.2																						
7	5.5	203.1	2.2																						
7	6	193.8	2.0																						
7	6.5	175.3	1.8																						
7	7	172.3	1.8																						
7	7.5	159.6	1.7																						
7	8	151.4	1.8																						
7	8.5	145.2	1.6																						
7	9	147.5	1.6																																													
7.5	2.5	312.9	3.1																						
7.5	3	343.3	3.5																						
7.5	3.5	292.4	2.8																						
7.5	4	274.8	2.8																						
7.5	4.5	241.3	2.6																						
7.5	5	214.8	2.4																						
7.5	5.5	190.4	2.0																						
7.5	6	182.3	1.8																						
7.5	6.5	171.4	1.8																						
7.5	7	164.6	1.8																						
7.5	7.5	150.6	1.6																						
7.5	8	147.4	1.6																						
7.5	8.5	144.0	1.4																						
7.5	9	138.8	1.4																																												
8	2.5	333.7	4.0																						
8	3	301.4	3.1																						
8	3.5	285.7	2.8																						
8	4	310.6	3.1																						
8	4.5	240.7	2.4																						
8	5	227.1538462	2.2																						
8	5.5	195.7	1.9																						
8	6	191.9	2.0																						
8	6.5	172.2	2.0																						
8	7	157.8	1.6																						
8	7.5	156.1	1.6																						
8	8	151.9	1.6																						
8	8.5	139.5	1.4																						
8	9	142.9	1.6																																														
8.5	3.5	272.0	2.8																						
8.5	4	270.4	2.8																						
8.5	4.5	228.0	2.4																						
8.5	5	215.2	2.4																						
8.5	5.5	198.0	2.0																						
8.5	6	176.8	1.8																						
8.5	6.5	166.6	1.8																						
8.5	7	162.2	1.6																						
8.5	7.5	148.9	1.6																						
8.5	8	142.2	1.4																						
8.5	8.5	138.2	1.4																						
8.5	9	143.2	1.4																					
9	3.5	282.0	2.8																						
9	4	228.7	2.4																						
9	4.5	221.3	2.4																						
9	5	198.8	2.0																						
9	5.5	188.7	1.9																						
9	6	180.1	2.0																						
9	6.5	168.1	1.7																						
9	7	158.7	1.6																						
9	7.5	147.1	1.5																						
9	8	147.5	1.6																						
9	8.5	135.8	1.4																						
9	9	141.9	1.4
