Distance_(pixels),Gray_Value
1589,46.7157
1590,46.5490
1591,46.7990
1592,47.0833
1593,47.0147
1594,47.0196
1595,47.3186
1596,47.5049
1597,47.4118
1598,47.7304
1599,47.9902
1600,48.1422
1601,48.0931
1602,48.2402
1603,48.4265
1604,48.7108
1605,49.1324
1606,49.3578
1607,49.5882
1608,49.7059
1609,50.1324
1610,50.3284
1611,50.7598
1612,51.0049
1613,51.2990
1614,51.4314
1615,51.7108
1616,52.2892
1617,52.6520
1618,52.8480
1619,53.1225
1620,53.4853
1621,54.1422
1622,54.3775
1623,54.8971
1624,55.3824
1625,55.7745
1626,56.0931
1627,56.5980
1628,56.9216
1629,57.5147
1630,58.0441
1631,58.5343
1632,58.9510
1633,59.6863
1634,60.2059
1635,60.7892
1636,61.1176
1637,61.8529
1638,62.3824
1639,62.8971
1640,63.4951
1641,64.0294
1642,64.5441
1643,64.9804
1644,65.5343
1645,65.9608
1646,66.5588
1647,67.2206
1648,67.6226
1649,68.3284
1650,68.6961
1651,69.0931
1652,69.4265
1653,69.9461
1654,70.2696
1655,70.6373
1656,70.9167
1657,71.2108
1658,71.7108
1659,72.0147
1660,72.4951
1661,72.7108
1662,72.9461
1663,73.3922
1664,73.6765
1665,73.9118
1666,74.5196
1667,74.9510
1668,75.4608
1669,75.6912
1670,76.3529
1671,76.9069
1672,77.5686
1673,78.3726
1674,79.2010
1675,80.1471
1676,81.0294
1677,82.2549
1678,83.2157
1679,84.5098
1680,85.7794
1681,87.1274
1682,88.6618
1683,90.1226
1684,91.8235
1685,93.2304
1686,95.1765
1687,96.6667
1688,98.4608
1689,100.0833
1690,101.5539
1691,103.1078
1692,105.1078
1693,106.7353
1694,108.0343
1695,109.3186
1696,110.8873
1697,112.1471
1698,113.0196
1699,114.0294
1700,114.4412
1701,114.9755
1702,115.1618
1703,115.2206
1704,115.0980
1705,114.7794
1706,113.8186
1707,112.9755
1708,112.3774
1709,110.7990
1710,109.4265
1711,107.7500
1712,106.4167
1713,104.8235
1714,103.1422
1715,101.4608
1716,99.5882
1717,98.0245
1718,96.3382
1719,94.5441
1720,93.2794
1721,92.0490
1722,90.4559
1723,89.2059
1724,88.0294
1725,87.0686
1726,86.2647
1727,84.9657
1728,83.9755
1729,83.3774
1730,82.6814
1731,82.0637
1732,81.3284
1733,80.6569
1734,80.1618
1735,79.3774
1736,78.8088
1737,78.2304
1738,78.0245
1739,77.7500
1740,77.4118
1741,76.9706
1742,76.3824
1743,76.2745
1744,75.8333
1745,75.3627
1746,75.3284
1747,74.8088
1748,74.6176
1749,74.2598
1750,74.0980
1751,73.7108
1752,73.1765
1753,73.0882
1754,72.5833
1755,72.1176
1756,71.7843
1757,71.4510
1758,71.0196
1759,70.6127
1760,69.9755
1761,69.6961
1762,69.1520
1763,68.5637
1764,67.9657
1765,67.5441
1766,67.1520
1767,66.5931
1768,65.9951
1769,65.5196
1770,64.8088
1771,64.3774
1772,63.6814
1773,63.1716
1774,62.6765
1775,62.3431
1776,61.3627
1777,60.6912
1778,60.5931
1779,59.6618
1780,59.1176
1781,58.9167
1782,58.3382
1783,57.6225
1784,57.2500
1785,56.6716
1786,56.1471
1787,55.7794
