X,Value,ERR
1577,26.302,1.5291
1578,26.714,1.5269
1579,26.698,1.5030
1580,26.302,1.5253
1581,26.254,1.5330
1582,26.651,1.5374
1583,26.603,1.5331
1584,27.016,1.5511
1585,27.333,1.5508
1586,27.381,1.5468
1587,27.603,1.5928
1588,27.381,1.5463
1589,27.444,1.5656
1590,27.794,1.5980
1591,28.571,1.6611
1592,28.254,1.6190
1593,28.746,1.6495
1594,29.032,1.6835
1595,29.286,1.6857
1596,29.587,1.7134
1597,29.635,1.7116
1598,29.873,1.7043
1599,30.381,1.7308
1600,30.714,1.7671
1601,31.460,1.8075
1602,31.556,1.7959
1603,32.000,1.8309
1604,32.302,1.8499
1605,32.381,1.8722
1606,33.413,1.9269
1607,33.698,1.9668
1608,34.143,1.9920
1609,34.619,1.9944
1610,35.587,2.0652
1611,36.000,2.0804
1612,35.921,2.0617
1613,36.984,2.1939
1614,37.508,2.2457
1615,38.302,2.2836
1616,39.000,2.3107
1617,39.667,2.3626
1618,40.381,2.3981
1619,40.984,2.3994
1620,42.381,2.5006
1621,43.238,2.5891
1622,44.095,2.6002
1623,45.000,2.6574
1624,45.540,2.7202
1625,46.159,2.7610
1626,47.286,2.8333
1627,48.968,2.9583
1628,50.095,3.0251
1629,51.444,3.0908
1630,52.587,3.1523
1631,53.317,3.1649
1632,54.921,3.3367
1633,56.302,3.4218
1634,57.746,3.5382
1635,59.270,3.5634
1636,60.952,3.7571
1637,62.143,3.8144
1638,63.540,3.9297
1639,65.270,4.0116
1640,67.492,4.1790
1641,69.460,4.2821
1642,71.079,4.3594
1643,74.222,4.5762
1644,76.714,4.7848
1645,79.730,4.9260
1646,81.349,5.0310
1647,83.603,5.1876
1648,86.317,5.3748
1649,88.921,5.5565
1650,91.111,5.7117
1651,93.730,5.8414
1652,97.921,6.1900
1653,101.492,6.4055
1654,105.317,6.6296
1655,108.825,6.8981
1656,113.683,7.2365
1657,118.302,7.4209
1658,122.778,7.8147
1659,127.651,8.1608
1660,133.000,8.5238
1661,138.365,8.8550
1662,142.714,9.1500
1663,147.302,9.4829
1664,151.730,9.6958
1665,155.651,9.9142
1666,159.143,9.9883
1667,162.778,10.0011
1668,165.984,10.0792
1669,169.397,10.0494
1670,172.175,10.0424
1671,175.698,9.9914
1672,179.111,9.9129
1673,181.905,9.8089
1674,184.905,9.7186
1675,187.143,9.6173
1676,189.492,9.5067
1677,191.778,9.4043
1678,193.206,9.3498
1679,195.016,9.2553
1680,196.683,9.1512
1681,198.222,9.1072
1682,199.571,8.9955
1683,200.746,8.9206
1684,201.635,8.8618
1685,202.540,8.8176
1686,203.587,8.6805
1687,204.222,8.6297
1688,204.302,8.5678
1689,204.635,8.5081
1690,204.238,8.5257
1691,203.857,8.6083
1692,203.413,8.6260
1693,202.683,8.6803
1694,202.175,8.7025
1695,201.508,8.8037
1696,200.222,8.7956
1697,198.698,8.9122
1698,197.190,8.9862
1699,195.365,9.1120
1700,193.349,9.2375
1701,191.254,9.3448
1702,188.968,9.4597
1703,186.873,9.5369
1704,184.349,9.7025
1705,181.762,9.8187
1706,178.937,9.9256
1707,174.889,10.0882
1708,171.698,10.1709
1709,167.762,10.2708
1710,163.048,10.3274
1711,157.746,10.2344
1712,152.095,10.0093
1713,145.143,9.7122
1714,137.238,9.1503
1715,129.825,8.6387
1716,124.429,8.2797
1717,118.857,7.8280
1718,113.016,7.3749
1719,107.429,6.9102
1720,103.206,6.5562
1721,98.889,6.2262
1722,95.095,5.9937
1723,91.016,5.6851
1724,87.889,5.4991
1725,85.048,5.3350
1726,82.349,5.2072
1727,80.000,5.0888
1728,77.063,4.8645
1729,74.032,4.6543
1730,71.333,4.4925
1731,68.937,4.3005
1732,66.619,4.1212
1733,63.778,3.8958
1734,61.333,3.7109
1735,59.524,3.6092
1736,57.175,3.4790
1737,54.746,3.3503
1738,52.492,3.2248
1739,50.810,3.1477
1740,49.063,3.0728
1741,47.365,3.0342
1742,46.127,3.0056
1743,44.698,2.9752
1744,43.413,2.8986
1745,42.444,2.9164
1746,40.778,2.8129
1747,39.365,2.7514
1748,39.048,2.7350
1749,38.032,2.6330
1750,37.413,2.5822
1751,36.651,2.5157
1752,35.619,2.3893
1753,35.302,2.3280
1754,35.206,2.2672
1755,34.556,2.1732
1756,34.492,2.1158
1757,34.381,2.0525
1758,34.238,2.0026
1759,33.746,1.9932
1760,33.667,1.9583
1761,33.603,1.9865
1762,33.016,1.9404
1763,32.492,1.9029
1764,32.016,1.9245
1765,31.175,1.8752
1766,30.778,1.8783
1767,30.063,1.8738
1768,29.238,1.8334
1769,28.778,1.8979
1770,28.032,1.7986
1771,27.571,1.8491
1772,27.032,1.8165
1773,26.651,1.8003
1774,25.857,1.7767
1775,25.571,1.7342
1776,25.095,1.7190
1777,25.063,1.7109
1778,24.587,1.6271
1779,24.540,1.6283
1780,24.127,1.5945
1781,23.762,1.5433
1782,23.730,1.5437
1783,23.714,1.5360
1784,23.333,1.5137
1785,23.587,1.5390
1786,23.397,1.5043
1787,23.143,1.5013
1788,23.000,1.4577
1789,23.413,1.4855
1790,23.048,1.4387
1791,23.365,1.4629
1792,23.810,1.4514
1793,24.016,1.4194
1794,24.286,1.4246
1795,24.444,1.4405
1796,24.524,1.4239
1797,24.413,1.4016
1798,24.460,1.4216
1799,24.794,1.4321
1800,24.556,1.4359
1801,24.698,1.4418
1802,24.921,1.4724
1803,24.889,1.4807
1804,25.095,1.4992
1805,24.921,1.4726
1806,24.698,1.4596
1807,24.683,1.4480
1808,24.651,1.4630
1809,24.524,1.4365
1810,24.349,1.4488
1811,23.857,1.4441
1812,23.810,1.4552
1813,23.714,1.4240
1814,24.016,1.4681
1815,24.032,1.4694
1816,24.556,1.4834
1817,24.683,1.4736
1818,25.238,1.5066
1819,25.524,1.4981
1820,25.873,1.5568
1821,26.317,1.5450
1822,26.889,1.6007
1823,27.206,1.5736
1824,27.540,1.6229
1825,27.794,1.6497
1826,28.159,1.6299
1827,28.381,1.6360
1828,28.540,1.6167
1829,28.746,1.6201
1830,28.873,1.6302
1831,29.381,1.6765
1832,29.921,1.6785
1833,30.286,1.7020
1834,30.794,1.7344
1835,30.952,1.7360
1836,31.524,1.7627
1837,31.603,1.7927
1838,32.048,1.8446
1839,32.159,1.8472
1840,32.302,1.8728
1841,32.159,1.8909
1842,32.746,1.9400
1843,32.333,1.8815
1844,32.651,1.9031
1845,32.667,1.9045
1846,32.921,1.9048
1847,33.571,1.9669
1848,33.857,2.0000
1849,34.651,2.0776
1850,35.238,2.0881
1851,36.365,2.1548
1852,37.159,2.2251
1853,37.873,2.2370
1854,38.730,2.2952
1855,39.508,2.3713
1856,40.222,2.4074
1857,41.508,2.4820
1858,42.286,2.5026
1859,43.111,2.6030
1860,43.571,2.5940
1861,43.841,2.6117
1862,44.190,2.6437
1863,45.460,2.7760
1864,46.175,2.8241
1865,47.238,2.8741
1866,47.968,2.9565
1867,48.730,2.9928
1868,50.159,3.0838
1869,51.286,3.1239
1870,52.968,3.2539
1871,54.603,3.3479
1872,56.254,3.4563
1873,57.714,3.5658
1874,59.460,3.6873
1875,60.603,3.7658
1876,61.317,3.8182
1877,62.746,3.9141
1878,64.698,4.0998
1879,66.238,4.1699
1880,68.270,4.2994
1881,70.079,4.3658
1882,72.270,4.5298
1883,74.762,4.7534
1884,77.556,4.9180
1885,79.730,5.0187
1886,82.524,5.2142
1887,85.413,5.4341
1888,88.190,5.6518
1889,90.984,5.8408
1890,93.952,6.0449
1891,97.762,6.3165
1892,100.460,6.4810
1893,103.730,6.6775
1894,107.365,6.9076
1895,110.508,7.1572
1896,114.476,7.3860
1897,119.730,7.6917
1898,123.810,8.0018
1899,128.222,8.3566
1900,132.698,8.7001
1901,137.889,9.0242
1902,142.540,9.3421
1903,147.921,9.6567
1904,152.317,9.8789
1905,156.746,10.0110
1906,160.587,10.1020
1907,164.762,10.1703
1908,167.857,10.1361
1909,170.524,10.0970
1910,173.714,10.0772
1911,176.603,10.0596
1912,178.952,9.9938
1913,181.730,9.9510
1914,183.857,9.8765
1915,186.984,9.7667
1916,188.873,9.6488
1917,191.365,9.5479
1918,192.619,9.4964
1919,194.349,9.4010
1920,195.571,9.3055
1921,196.968,9.2972
1922,198.968,9.1364
1923,200.413,9.0855
1924,201.603,8.9732
1925,202.317,8.9282
1926,203.079,8.8455
1927,203.619,8.8052
1928,204.333,8.7509
1929,204.032,8.7427
1930,204.651,8.7456
1931,204.683,8.7131
1932,204.365,8.6697
1933,203.810,8.6800
1934,203.365,8.7628
1935,202.270,8.7601
1936,202.016,8.8145
1937,200.524,8.8454
1938,199.333,8.9643
1939,197.651,9.0562
1940,195.524,9.1799
1941,193.556,9.3223
1942,191.333,9.4691
1943,189.254,9.5492
1944,187.159,9.6297
1945,183.778,9.8448
1946,180.349,9.9237
1947,176.635,10.0733
1948,173.698,10.1574
1949,170.286,10.1902
1950,166.111,10.2603
1951,161.048,10.2581
1952,156.444,10.1933
1953,150.540,10.0230
1954,144.270,9.7045
1955,136.937,9.2017
1956,130.460,8.7083
1957,124.238,8.2889
1958,118.714,7.9044
1959,113.413,7.5282
1960,107.794,7.1129
1961,103.810,6.8325
1962,99.302,6.4892
1963,95.810,6.3300
1964,91.460,6.0619
1965,88.460,5.8438
1966,85.476,5.6236
1967,82.524,5.3656
1968,80.016,5.2552
1969,77.429,5.0490
1970,75.143,4.8714
1971,71.778,4.6589
1972,69.889,4.5079
1973,67.667,4.3413
1974,65.698,4.2382
1975,63.381,4.1081
1976,61.444,3.9635
1977,59.825,3.7982
1978,57.984,3.6737
1979,56.429,3.5914
1980,55.063,3.4981
1981,53.730,3.3830
1982,52.349,3.2697
1983,51.540,3.2387
1984,49.937,3.1235
1985,48.825,3.0469
1986,48.095,2.9928
1987,46.952,2.8730
1988,45.921,2.8185
1989,44.778,2.7102
1990,44.444,2.7262
1991,43.238,2.6597
1992,42.714,2.6010
1993,41.873,2.5386
1994,41.254,2.4946
1995,40.508,2.4001
1996,39.873,2.3980
1997,39.302,2.3636
1998,38.889,2.3464
1999,37.810,2.2510
2000,37.508,2.2403
2001,36.921,2.2023
2002,36.444,2.1820
2003,35.460,2.0858
2004,35.349,2.0938
2005,34.794,2.0506
2006,34.444,2.0373
2007,33.810,1.9515
2008,33.540,1.9676
2009,33.254,1.9712
2010,32.746,1.9242
2011,32.476,1.8680
2012,32.175,1.8599
2013,31.873,1.8589
2014,31.508,1.8260
2015,31.143,1.8347
2016,31.000,1.7860
2017,30.476,1.7345
2018,30.032,1.7718
2019,30.048,1.7293
2020,29.730,1.7036
2021,29.508,1.7141
2022,29.206,1.6750
2023,29.111,1.6941
2024,28.794,1.6557
2025,28.556,1.6312
2026,28.381,1.6392
2027,28.397,1.6640
2028,28.381,1.6640
2029,28.079,1.6279
2030,27.841,1.6460
2031,27.667,1.6050
2032,27.571,1.5960
2033,27.444,1.5873
2034,27.476,1.5608
2035,26.937,1.5549
2036,27.127,1.5660
2037,27.095,1.5660
2038,27.048,1.5945
2039,26.667,1.5493
2040,26.603,1.5415
2041,26.857,1.5423
2042,26.841,1.5972
2043,26.508,1.5546
2044,26.683,1.5457
2045,26.492,1.5612
2046,26.460,1.5672
2047,26.317,1.5189
2048,26.508,1.5290
2049,26.413,1.5300
2050,26.556,1.5395
2051,26.921,1.5906
2052,26.984,1.5520
2053,26.746,1.5427
2054,26.540,1.5713
2055,26.413,1.5435
2056,26.540,1.4982
2057,26.571,1.5226
2058,26.587,1.5491
2059,26.603,1.5473
2060,26.635,1.5482
2061,26.651,1.5149
2062,27.286,1.5837
2063,27.381,1.5992
2064,27.444,1.5870
2065,27.460,1.5792
2066,27.397,1.5929
2067,27.841,1.6122
2068,28.032,1.6232
2069,28.238,1.6347
2070,28.111,1.6314
2071,28.556,1.6574
2072,28.825,1.6781
2073,29.063,1.7013
2074,29.254,1.6820
2075,29.206,1.6971
2076,29.730,1.7180
2077,29.667,1.7148
2078,30.127,1.7683
2079,30.286,1.7762
2080,30.698,1.7994
2081,30.603,1.8025
2082,31.159,1.8456
2083,31.556,1.8395
2084,32.238,1.8849
2085,32.603,1.9333
2086,32.889,1.9525
2087,33.397,2.0231
2088,34.111,2.0343
2089,34.127,2.0547
2090,34.302,2.0500
2091,34.746,2.0783
2092,35.556,2.1148
2093,36.175,2.1539
2094,36.825,2.2211
2095,37.127,2.2406
2096,37.667,2.3131
2097,37.714,2.2734
2098,38.698,2.3559
2099,39.889,2.4544
2100,40.365,2.4505
2101,41.143,2.5524
2102,41.873,2.5599
2103,42.571,2.6353
2104,43.429,2.6763
2105,44.127,2.6904
2106,45.238,2.7964
2107,46.317,2.8570
2108,46.667,2.8616
2109,48.286,2.9866
2110,49.444,3.1037
2111,50.238,3.1318
2112,51.714,3.2010
2113,52.730,3.2847
2114,54.159,3.3882
2115,55.127,3.4431
2116,56.810,3.5912
2117,58.079,3.6642
2118,59.905,3.7569
2119,61.667,3.8923
2120,63.794,4.0270
2121,65.095,4.1114
2122,66.921,4.2437
2123,69.095,4.4343
2124,71.365,4.5679
2125,72.222,4.6291
2126,74.825,4.7647
2127,77.778,4.9942
2128,80.143,5.1766
2129,82.540,5.3098
2130,84.651,5.4329
2131,87.873,5.6963
2132,91.222,5.9399
2133,93.238,6.0352
2134,96.270,6.2275
2135,100.365,6.5291
2136,104.175,6.8339
2137,107.222,7.0438
2138,111.175,7.2699
2139,114.476,7.5242
2140,119.381,7.8342
2141,122.968,7.9594
2142,128.063,8.4842
2143,133.159,8.7702
2144,137.206,9.1205
2145,142.540,9.4677
2146,147.143,9.6830
2147,151.206,9.8822
2148,155.302,10.0606
2149,159.524,10.1571
2150,163.222,10.2518
2151,166.159,10.2793
2152,169.397,10.2703
2153,172.333,10.2391
2154,175.206,10.2538
2155,177.556,10.2006
2156,180.556,10.0903
2157,182.603,10.0391
2158,184.841,9.9369
2159,186.905,9.8430
2160,188.698,9.8250
2161,190.492,9.7489
2162,193.222,9.5970
2163,194.603,9.4907
2164,195.921,9.4562
2165,197.603,9.3487
2166,199.016,9.2628
2167,200.175,9.2059
2168,201.238,9.1212
2169,201.810,9.1070
2170,202.810,9.0114
2171,203.571,9.0061
2172,204.270,8.9585
2173,204.254,8.9242
2174,204.397,8.9274
2175,204.508,8.8407
2176,204.381,8.8379
2177,204.063,8.8784
2178,203.095,8.9174
2179,202.921,8.9078
2180,201.889,8.9714
2181,200.540,9.0425
2182,198.921,9.1625
2183,197.746,9.2112
2184,195.778,9.3080
2185,194.143,9.3878
2186,192.381,9.5154
2187,189.937,9.6649
2188,186.952,9.7731
2189,184.444,9.8964
2190,181.222,10.0239
2191,178.556,10.0618
2192,175.270,10.2418
2193,170.905,10.2770
2194,167.111,10.3517
2195,162.238,10.3054
2196,157.476,10.2356
2197,151.619,10.0513
2198,143.952,9.5709
2199,137.810,9.1278
2200,131.587,8.7114
2201,125.476,8.3434
2202,119.222,7.9444
2203,113.952,7.5211
2204,108.349,7.1098
2205,104.048,6.8572
2206,100.254,6.6127
2207,96.825,6.3790
2208,92.905,6.0917
2209,89.349,5.9117
2210,86.540,5.6556
2211,83.524,5.4302
2212,80.937,5.2420
2213,77.810,5.0761
2214,75.270,4.8708
2215,73.111,4.7499
2216,70.762,4.5828
2217,68.000,4.3073
2218,65.921,4.1951
2219,64.492,4.1556
2220,62.603,4.0016
2221,60.159,3.7630
2222,58.778,3.7020
2223,57.683,3.6445
2224,56.048,3.5552
2225,54.032,3.3237
2226,53.032,3.3351
2227,51.714,3.2613
2228,50.714,3.1681
2229,49.254,3.0509
2230,48.810,3.0311
2231,47.746,2.9444
2232,46.857,2.8950
2233,46.413,2.8857
2234,44.968,2.7917
2235,44.159,2.7100
2236,43.444,2.6426
2237,42.571,2.5602
2238,42.270,2.5677
2239,41.032,2.4577
2240,40.444,2.4541
2241,39.524,2.3807
2242,39.063,2.3495
2243,38.317,2.2733
2244,37.762,2.2583
2245,37.381,2.2427
2246,36.810,2.2232
2247,35.905,2.1252
2248,36.143,2.1519
2249,35.254,2.0890
2250,34.476,2.0300
2251,34.714,2.0612
2252,34.190,1.9570
2253,33.905,2.0165
2254,33.556,1.9817
2255,32.651,1.9141
2256,32.651,1.8894
2257,32.540,1.8979
2258,31.921,1.8517
2259,31.683,1.8450
2260,31.159,1.8123
2261,31.254,1.8266
2262,30.444,1.7565
2263,30.238,1.7395
2264,29.873,1.7487
2265,30.032,1.7472
2266,29.571,1.7109
2267,29.571,1.7400
2268,29.317,1.6514
2269,29.175,1.7055
2270,28.778,1.6595
2271,28.603,1.6740
2272,28.413,1.6537
