Distance_(pixels),Gray_Value
1764,82.0250
1765,79.2833
1766,76.2000
1767,73.2083
1768,70.2417
1769,67.3250
1770,63.8583
1771,61.4083
1772,58.7500
1773,55.8917
1774,53.6833
1775,50.8583
1776,48.4083
1777,46.4250
1778,44.1000
1779,42.2917
1780,40.6750
1781,39.1500
1782,37.8000
1783,36.1333
1784,35.4167
1785,34.2750
1786,33.3500
1787,32.7417
1788,32.0000
1789,31.3500
1790,30.8250
1791,30.4417
1792,29.9833
1793,29.3417
1794,29.2500
1795,28.8167
1796,28.4083
1797,28.2667
1798,28.0500
1799,27.6583
1800,27.3667
1801,27.1250
1802,26.8500
1803,26.6417
1804,26.3333
1805,26.1917
1806,25.9917
1807,25.8000
1808,25.3500
1809,24.8667
1810,24.4167
1811,24.0000
1812,23.9083
1813,23.6417
1814,23.3500
1815,23.4500
1816,23.2833
1817,23.5667
1818,23.6417
1819,23.9417
1820,24.2583
1821,24.7417
1822,25.0833
1823,25.6167
1824,26.1667
1825,26.4833
1826,26.7500
1827,27.2667
1828,27.4083
1829,27.6750
1830,27.9250
1831,28.1667
1832,28.5417
1833,28.6083
1834,29.0417
1835,29.5333
1836,29.7167
1837,30.1000
1838,30.4167
1839,30.7333
1840,30.9083
1841,31.1583
1842,31.3917
1843,31.4417
1844,31.6333
1845,31.7667
1846,32.0333
1847,32.2833
1848,32.7917
1849,33.5333
1850,34.1000
1851,35.2083
1852,36.0333
1853,36.9500
1854,38.1333
1855,39.2083
1856,40.2417
1857,41.4583
1858,42.4750
1859,43.3417
1860,44.5750
1861,45.3417
