Incident energy 	 
Incident energy 	 
Incident energy 	 σ(E)
6592600.0 	 0.5268122
6598900.0 	 0.5405605
6600000.0 	 0.542961
6608260.0 	 0.5609864
6617650.0 	 0.5814779
6620000.0 	 0.5866061
6625000.0 	 0.5975174
6627050.0 	 0.6019996
6636480.0 	 0.6226176
6640000.0 	 0.6303138
6645920.0 	 0.6432574
6653020.0 	 0.6587811
6657760.0 	 0.6691447
6667250.0 	 0.6898939
6670000.0 	 0.6959065
6672000.0 	 0.7002793
6672300.0 	 0.7009352
6673220.0 	 0.7029468
6680000.0 	 0.7177708
6681520.0 	 0.7210941
6686290.0 	 0.7315234
6690000.0 	 0.7396349
6691060.0 	 0.7419526
6695840.0 	 0.7524037
6700630.0 	 0.7628767
6705410.0 	 0.7733278
6708900.0 	 0.7809584
6710000.0 	 0.7776101
6710210.0 	 0.7769709
6715010.0 	 0.7623604
6719810.0 	 0.7477498
6720000.0 	 0.7471715
6724620.0 	 0.7331088
6730000.0 	 0.7167328
6734250.0 	 0.7037964
6739080.0 	 0.6890946
6740000.0 	 0.6862942
6743910.0 	 0.6743926
6750000.0 	 0.6558555
6750920.0 	 0.6530675
6750922.0 	 0.6530614
6757220.0 	 0.6339753
6760000.0 	 0.6255504
6764500.0 	 0.6119131
6771780.0 	 0.589851
6773000.0 	 0.5861537
6779090.0 	 0.5830525
6780000.0 	 0.5825891
6786400.0 	 0.57933
6790400.0 	 0.577293
6793720.0 	 0.5756024
6794400.0 	 0.5752561
6794436.0 	 0.5752377
6800000.0 	 0.5724044
6801060.0 	 0.5718646
6808400.0 	 0.5681268
6815760.0 	 0.5643789
6820000.0 	 0.5622196
6823140.0 	 0.5606207
6830520.0 	 0.5568625
6837920.0 	 0.5530941
6840000.0 	 0.552035
6845320.0 	 0.5493258
6852740.0 	 0.5455473
6857800.0 	 0.5429706
6859700.0 	 0.542003
6859707.0 	 0.5419995
6860000.0 	 0.5418502
6860180.0 	 0.5417586
6867620.0 	 0.5379699
6875000.0 	 0.5342117
6875080.0 	 0.5341726
6882540.0 	 0.5305268
6890030.0 	 0.5268663
6897520.0 	 0.5232059
6905020.0 	 0.5195405
6912540.0 	 0.5158654
6920000.0 	 0.5122195
6920070.0 	 0.5121853
6927610.0 	 0.5085004
6932200.0 	 0.5062572
6932231.0 	 0.506242
6935170.0 	 0.5049358
6937400.0 	 0.5039447
6940000.0 	 0.5076588
6942740.0 	 0.5115728
6950000.0 	 0.5219438
6950320.0 	 0.522401
6951900.0 	 0.524658
6951916.0 	 0.5246808
6957910.0 	 0.5332432
6960000.0 	 0.5362288
6965510.0 	 0.5440999
6973130.0 	 0.5549851
6980000.0 	 0.5647989
6980760.0 	 0.5658845
6988400.0 	 0.5767983
6996060.0 	 0.5877407
7000000.0 	 0.593369
7001500.0 	 0.5952835
7003720.0 	 0.6055331
7011400.0 	 0.6409913
7019100.0 	 0.6765419
7020000.0 	 0.6806972
7026800.0 	 0.7120924
7034520.0 	 0.7477353
7040000.0 	 0.7730363
7042250.0 	 0.7834244
7049600.0 	 0.817359
7049990.0 	 0.8154621
7057750.0 	 0.777719
7060000.0 	 0.7667754
7066820.0 	 0.7336043
7077200.0 	 0.6831179
7080000.0 	 0.6694993
7087600.0 	 0.6325343
7091900.0 	 0.61162
7093850.0 	 0.6021355
7093855.0 	 0.6021112
7098030.0 	 0.5818048
7100000.0 	 0.5722232
7107300.0 	 0.5367174
7107324.0 	 0.5366006
7108480.0 	 0.5309781
7109800.0 	 0.5245578
7115700.0 	 0.5204992
7118960.0 	 0.5182566
7120000.0 	 0.5175412
7125000.0 	 0.5141017
7127000.0 	 0.5127527
7127009.0 	 0.5127466
7129460.0 	 0.5112359
7135000.0 	 0.507821
7137400.0 	 0.5063417
7140000.0 	 0.5048256
7150520.0 	 0.4986909
7160000.0 	 0.4931628
7161090.0 	 0.4925272
7161900.0 	 0.4920549
7171680.0 	 0.5389949
7176700.0 	 0.5630888
7176740.0 	 0.5632808
7182300.0 	 0.5899665
7192930.0 	 0.6409861
7200000.0 	 0.6749193
7203600.0 	 0.6921978
7214000.0 	 0.7421135
7214280.0 	 0.7410894
7220000.0 	 0.7201678
7224990.0 	 0.7019165
7235730.0 	 0.6626337
7240000.0 	 0.6470157
7245140.0 	 0.6282156
7250000.0 	 0.6104396
7253220.0 	 0.5988096
7260000.0 	 0.5743213
7261320.0 	 0.5695536
7261700.0 	 0.5681811
7266100.0 	 0.5522891
7269430.0 	 0.5529589
7277550.0 	 0.5545922
7280000.0 	 0.5550852
7285690.0 	 0.5562297
7293840.0 	 0.5578691
7300000.0 	 0.5591082
7302000.0 	 0.5595106
7310180.0 	 0.561156
7318370.0 	 0.5628035
7326580.0 	 0.564455
7334800.0 	 0.5661085
7340000.0 	 0.5671545
7343030.0 	 0.567764
7351280.0 	 0.5694236
7360000.0 	 0.5711777
7367810.0 	 0.5727486
7375000.0 	 0.574195
7376100.0 	 0.5744716
7380000.0 	 0.5754524
7384410.0 	 0.5765614
7392720.0 	 0.5786513
7400000.0 	 0.5804821
7401050.0 	 0.5807462
7409400.0 	 0.5828461
7417760.0 	 0.5849484
7420000.0 	 0.5855117
7426130.0 	 0.5870533
7434520.0 	 0.5891633
7440000.0 	 0.5905415
7442920.0 	 0.5912757
7451340.0 	 0.5933932
7460000.0 	 0.5955711
7462590.0 	 0.5962224
7476680.0 	 0.5997659
7480000.0 	 0.6006008
7490810.0 	 0.6033193
7500000.0 	 0.6056304
7504980.0 	 0.6062662
7514600.0 	 0.6074944
7519190.0 	 0.6134815
7520000.0 	 0.614538
7533450.0 	 0.6320819
7540000.0 	 0.6406256
7547740.0 	 0.6507215
7550000.0 	 0.6536694
7562080.0 	 0.6693999
7576450.0 	 0.6881125
7578800.0 	 0.6911726
7580000.0 	 0.6894932
7590870.0 	 0.6742814
7600000.0 	 0.6615045
7605330.0 	 0.6540455
7620000.0 	 0.6335158
7625000.0 	 0.6265186
7626400.0 	 0.6244657
7634370.0 	 0.6127791
7640000.0 	 0.6045238
7647100.0 	 0.5941128
7647108.0 	 0.5941011
7649000.0 	 0.5914123
7660000.0 	 0.57578
7663580.0 	 0.5706924
7678250.0 	 0.5498446
7680000.0 	 0.5473577
7682000.0 	 0.5445154
7683000.0 	 0.5430943
7684400.0 	 0.5442367
7684406.0 	 0.5442415
7692960.0 	 0.551615
7700000.0 	 0.5576833
7707710.0 	 0.5643292
7718600.0 	 0.5737162
7720000.0 	 0.574923
7722500.0 	 0.5770781
7737340.0 	 0.58987
7740000.0 	 0.5921628
7750000.0 	 0.6007827
7752220.0 	 0.6025792
7760000.0 	 0.6088753
7767150.0 	 0.6146615
7780000.0 	 0.6250605
7782110.0 	 0.626768
7797120.0 	 0.6389151
7800000.0 	 0.6412456
7803300.0 	 0.6439162
7812180.0 	 0.6439703
7820000.0 	 0.644018
7834840.0 	 0.6441084
7840000.0 	 0.6441399
7860000.0 	 0.6442618
7865220.0 	 0.6442937
7875000.0 	 0.6443532
7900000.0 	 0.6431806
7907500.0 	 0.6428288
7920000.0 	 0.6681289
7926500.0 	 0.681285
7940000.0 	 0.7086091
7957410.0 	 0.7438472
7960000.0 	 0.7490894
7967600.0 	 0.7644718
7980000.0 	 0.7593724
8000000.0 	 0.7511473
8019780.0 	 0.742212
8030000.0 	 0.7375952
8051240.0 	 0.7280002
8060000.0 	 0.724043
8071800.0 	 0.7187125
8080000.0 	 0.7073874
8080200.0 	 0.7071112
8082880.0 	 0.7034826
8114720.0 	 0.6603725
8120000.0 	 0.6532235
8140000.0 	 0.6261443
8146740.0 	 0.6170186
8160000.0 	 0.5990651
8176100.0 	 0.5772663
8178950.0 	 0.5766749
8211360.0 	 0.5699495
8219000.0 	 0.5683641
8219009.0 	 0.5683623
8220000.0 	 0.5681875
8240000.0 	 0.5646592
8243960.0 	 0.5639606
8250000.0 	 0.562895
8260000.0 	 0.5616384
8280000.0 	 0.5591252
8309750.0 	 0.5553867
8320000.0 	 0.5540987
8342940.0 	 0.551216
8360000.0 	 0.5490722
8376330.0 	 0.5470201
8400000.0 	 0.5440457
8409930.0 	 0.5427979
8420000.0 	 0.5415325
8443720.0 	 0.5385518
8460000.0 	 0.536506
8477730.0 	 0.534278
8480000.0 	 0.5339928
8500000.0 	 0.5314795
8511930.0 	 0.5297483
8520000.0 	 0.5285772
8540000.0 	 0.5256748
8546350.0 	 0.5247532
8556800.0 	 0.5232368
8560000.0 	 0.5228466
8580000.0 	 0.5204082
8584900.0 	 0.5198108
8600000.0 	 0.5113017
8615820.0 	 0.5023869
8620000.0 	 0.5000313
8628300.0 	 0.4953541
8640000.0 	 0.4889661
8650870.0 	 0.4830311
8660000.0 	 0.4780462
8680000.0 	 0.4671263
8686140.0 	 0.463774
8700000.0 	 0.4562065
8716300.0 	 0.4473068
8716314.0 	 0.4472992
8721620.0 	 0.4445239
8740000.0 	 0.4349104
8745300.0 	 0.4321383
8750000.0 	 0.4375658
8757330.0 	 0.4463885
8760000.0 	 0.4496022
8770000.0 	 0.4616386
8780000.0 	 0.473675
8793250.0 	 0.4896232
8800000.0 	 0.4977478
8820000.0 	 0.5218205
8829400.0 	 0.5331347
8851000.0 	 0.5591333
8851001.0 	 0.5591345
8865770.0 	 0.5769351
8898700.0 	 0.6166244
8902370.0 	 0.621163
8939190.0 	 0.6666977
8980000.0 	 0.7171666
8981800.0 	 0.7193927
9000000.0 	 0.6927345
9013540.0 	 0.6731376
9051060.0 	 0.618834
9088820.0 	 0.5641828
9130100.0 	 0.5044371
9165050.0 	 0.5234368
9203530.0 	 0.5443556
9225000.0 	 0.5560273
9225016.0 	 0.556036
9242250.0 	 0.5657692
9250000.0 	 0.5701461
9281220.0 	 0.5863233
9320430.0 	 0.6066406
9324480.0 	 0.6087393
9338600.0 	 0.6162497
9350010.0 	 0.6169076
9369800.0 	 0.6180486
9389660.0 	 0.6191938
9409590.0 	 0.6203429
9429570.0 	 0.6214949
9459670.0 	 0.6232305
9500000.0 	 0.6255559
9500030.0 	 0.6255563
9540650.0 	 0.6260072
9575100.0 	 0.6263898
9581530.0 	 0.6260672
9622680.0 	 0.6240033
9664090.0 	 0.6219263
9698800.0 	 0.6201853
9705770.0 	 0.6198357
9747730.0 	 0.6177311
9750000.0 	 0.6176173
9789960.0 	 0.6137491
9812600.0 	 0.6115576
9832460.0 	 0.6101815
9875250.0 	 0.6072166
9939950.0 	 0.6027337
1.0E7 	 0.598573
1.00272E7 	 0.6000622
1.01157E7 	 0.6049075
1.02053E7 	 0.6098133
10250000000	 0.6122606
1.02961E7 	 0.6138589
1.0346E7 	 0.6155891
1.03881E7 	 0.6170487
1.04814E7 	 0.6202836
1.05E7 	 0.6209285
1.0576E7 	 0.6170256
1.06718E7 	 0.6121059
1.0673E7 	 0.6120442
10750000000	 0.60809
1.0769E7 	 0.6067354
1.08675E7 	 0.5997131
1.0953E7 	 0.5936176
1.09674E7 	 0.5927946
1.1E7 	 0.5909316
1.10686E7 	 0.589132
1.11713E7 	 0.5864379
11250000000	 0.5843735
1.13E7 	 0.5836171
1.1381E7 	 0.5823918
1.14881E7 	 0.5807717
1.15E7 	 0.5805916
1.15967E7 	 0.57628
1.17069E7 	 0.5713665
11750000000	 0.5694448
1.18187E7 	 0.5671521
1.2E7 	 0.5611015
1.20037E7 	 0.5610839
1.200372E7 	 0.5610839
1.20182E7 	 0.5610155
1.201822E7 	 0.5610153
1.20471E7 	 0.5608789
1.21638E7 	 0.5603274
12250000000	 0.5599201
1.22823E7 	 0.5598262
1.24024E7 	 0.5594765
1.2445E7 	 0.5593526
1.25E7 	 0.5589813
1.25052E7 	 0.5588344
1.25244E7 	 0.5582923
1.26482E7 	 0.5547965
12750000000	 0.5519219
1.27738E7 	 0.5512906
1.29014E7 	 0.5479059
1.3E7 	 0.5452905
1.30308E7 	 0.5453447
1.3125E7 	 0.5455101
1.31623E7 	 0.5453557
13250000000	 0.5449926
1.32957E7 	 0.539658
1.3375E7 	 0.5304011
1.34313E7 	 0.5234998
1.35E7 	 0.5150786
1.35689E7 	 0.5087906
1.3625E7 	 0.5036707
1.37086E7 	 0.4969035
13750000000	 0.4935523
1.38506E7 	 0.4828159
1.3875E7 	 0.480212
1.38966E7 	 0.4781299
1.39947E7 	 0.4686739
1.4E7 	 0.4681631
1.4125E7 	 0.4587394
1.41412E7 	 0.4574426
14250000000	 0.4487332
1.42899E7 	 0.4455633
1.4375E7 	 0.4388021
1.44411E7 	 0.4332487
1.45E7 	 0.4283003
1.4512E7 	 0.4273789
1.45947E7 	 0.4214208
1.4625E7 	 0.4192379
14750000000	 0.4105036
1.47507E7 	 0.4104283
1.4875E7 	 0.3970611
1.49094E7 	 0.3934346
1.5E7 	 0.3838831
1.50705E7 	 0.3768795
1.52344E7 	 0.3605973
15250000000	 0.3590476
1.54009E7 	 0.3451375
1.55E7 	 0.3360024
1.55703E7 	 0.3307509
1.57424E7 	 0.3178946
15750000000	 0.3173269
1.59175E7 	 0.3060162
1.6E7 	 0.3004452
1.60955E7 	 0.2937755
16250000000	 0.2829852
1.62765E7 	 0.2811632
1.64606E7 	 0.2685049
1.65E7 	 0.2657958
1.66479E7 	 0.2609888
16750000000	 0.2576704
1.68385E7 	 0.2548889
1.7E7 	 0.2498131
1.70324E7 	 0.2484089
1.72296E7 	 0.2398623
17250000000	 0.2389782
1.74304E7 	 0.2315448
1.75E7 	 0.2286769
1.76347E7 	 0.2263207
17750000000	 0.2243038
1.779599E7 	 0.2235916
1.779601E7 	 0.2235913
1.779629E7 	 0.223587
1.77963E7 	 0.2235868
1.78426E7 	 0.2228699
1.8E7 	 0.2204325
1.80543E7 	 0.2194451
18250000000	 0.2158865
1.82698E7 	 0.2155425
1.84892E7 	 0.2117306
1.85E7 	 0.211543
1.87127E7 	 0.2103174
18750000000	 0.2101024
1.89403E7 	 0.2091758
1.9E7 	 0.2088851
1.9172E7 	 0.2076683
19250000000	 0.2071165
1.94081E7 	 0.2059996
1.95E7 	 0.2053504
1.96487E7 	 0.2042999
2.0E7 	 0.2018181
