ts_ext,pixels,multiplicity,vertical_dimension,horizontal_dimension,ratio_x_y,ratio_x_y_bin,density
761066341,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761071798,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761071959,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761075909,"[(58, 212)]",1,1,1,1.0,1.0,1.0
761083786,"[(288, 147)]",1,1,1,1.0,1.0,1.0
761083965,"[(76, 199)]",1,1,1,1.0,1.0,1.0
761103758,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761103883,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761104822,"[(406, 376)]",1,1,1,1.0,1.0,1.0
761105950,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761109857,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761126974,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761127065,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761206772,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761206815,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761222041,"[(377, 125)]",1,1,1,1.0,1.0,1.0
761230288,"[(404, 260)]",1,1,1,1.0,1.0,1.0
761238347,"[(364, 310)]",1,1,1,1.0,1.0,1.0
761242760,"[(61, 359)]",1,1,1,1.0,1.0,1.0
761246804,"[(279, 258)]",1,1,1,1.0,1.0,1.0
761251330,"[(227, 425)]",1,1,1,1.0,1.0,1.0
761262609,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761262755,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761262803,"[(391, 395)]",1,1,1,1.0,1.0,1.0
761263681,"[(188, 198), (188, 197)]",2,1,2,2.0,2.0,1.0
761271775,"[(196, 219)]",1,1,1,1.0,1.0,1.0
761284466,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761288068,"[(283, 430)]",1,1,1,1.0,1.0,1.0
761292137,"[(156, 138), (156, 137)]",2,1,2,2.0,2.0,1.0
761292155,"[(258, 156)]",1,1,1,1.0,1.0,1.0
761292165,"[(208, 107)]",1,1,1,1.0,1.0,1.0
761308500,"[(271, 138)]",1,1,1,1.0,1.0,1.0
761348637,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761376689,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761376810,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761381563,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761381627,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761394578,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761438618,"[(186, 152)]",1,1,1,1.0,1.0,1.0
761440385,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761440427,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761467225,"[(101, 247)]",1,1,1,1.0,1.0,1.0
761471295,"[(72, 394)]",1,1,1,1.0,1.0,1.0
761475602,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761475747,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761479815,"[(320, 278)]",1,1,1,1.0,1.0,1.0
761484046,"[(85, 254)]",1,1,1,1.0,1.0,1.0
761486251,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761486298,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761487876,"[(305, 388)]",1,1,1,1.0,1.0,1.0
761504402,"[(332, 432)]",1,1,1,1.0,1.0,1.0
761534452,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761534558,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761560276,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761560367,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761630253,"[(297, 92)]",1,1,1,1.0,1.0,1.0
761648232,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761648327,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761651109,"[(257, 439)]",1,1,1,1.0,1.0,1.0
761654684,"[(182, 252)]",1,1,1,1.0,1.0,1.0
761656105,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761656262,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761658922,"[(260, 206)]",1,1,1,1.0,1.0,1.0
761659218,"[(216, 468)]",1,1,1,1.0,1.0,1.0
761679283,"[(137, 470)]",1,1,1,1.0,1.0,1.0
761750693,"[(306, 98)]",1,1,1,1.0,1.0,1.0
761757618,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761767312,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761767441,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761776159,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761776266,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761825436,"[(396, 301)]",1,1,1,1.0,1.0,1.0
761825491,"[(380, 262)]",1,1,1,1.0,1.0,1.0
761825808,"[(371, 460), (371, 459), (371, 460)]",3,1,2,2.0,2.0,1.0
761828349,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761842352,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761842509,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761846507,"[(149, 221)]",1,1,1,1.0,1.0,1.0
761871184,"[(193, 352)]",1,1,1,1.0,1.0,1.0
761883479,"[(93, 165)]",1,1,1,1.0,1.0,1.0
761887829,"[(397, 357)]",1,1,1,1.0,1.0,1.0
761940405,"[(109, 329)]",1,1,1,1.0,1.0,1.0
761959345,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762029531,"[(345, 289)]",1,1,1,1.0,1.0,1.0
762042058,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762054351,"[(329, 408)]",1,1,1,1.0,1.0,1.0
762062313,"[(229, 403)]",1,1,1,1.0,1.0,1.0
762065558,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762065640,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762067333,"[(396, 431)]",1,1,1,1.0,1.0,1.0
762074870,"[(250, 171)]",1,1,1,1.0,1.0,1.0
762075175,"[(284, 202)]",1,1,1,1.0,1.0,1.0
762083122,"[(160, 42)]",1,1,1,1.0,1.0,1.0
762142040,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762161404,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762209776,"[(306, 98)]",1,1,1,1.0,1.0,1.0
762213318,"[(50, 82)]",1,1,1,1.0,1.0,1.0
762221175,"[(9, 175)]",1,1,1,1.0,1.0,1.0
762229631,"[(154, 107), (154, 108)]",2,1,2,2.0,2.0,1.0
762230093,"[(319, 62)]",1,1,1,1.0,1.0,1.0
762234051,"[(182, 450)]",1,1,1,1.0,1.0,1.0
762254568,"[(288, 181)]",1,1,1,1.0,1.0,1.0
762257899,"[(265, 64)]",1,1,1,1.0,1.0,1.0
762258334,"[(57, 181)]",1,1,1,1.0,1.0,1.0
762262844,"[(358, 152)]",1,1,1,1.0,1.0,1.0
762276535,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762279388,"[(376, 272)]",1,1,1,1.0,1.0,1.0
762287225,"[(309, 373), (309, 374)]",2,1,2,2.0,2.0,1.0
762287269,"[(309, 374)]",1,1,1,1.0,1.0,1.0
762328014,"[(263, 375)]",1,1,1,1.0,1.0,1.0
762369161,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762369268,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762376463,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762376517,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762396541,"[(391, 46), (391, 45), (391, 46)]",3,1,2,2.0,2.0,1.0
762404863,"[(300, 83)]",1,1,1,1.0,1.0,1.0
762407973,"[(306, 98)]",1,1,1,1.0,1.0,1.0
762417141,"[(195, 471)]",1,1,1,1.0,1.0,1.0
762425299,"[(190, 411)]",1,1,1,1.0,1.0,1.0
762429024,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762437278,"[(367, 417)]",1,1,1,1.0,1.0,1.0
762437683,"[(200, 274)]",1,1,1,1.0,1.0,1.0
762437685,"[(105, 300), (105, 299)]",2,1,2,2.0,2.0,1.0
762441986,"[(313, 357)]",1,1,1,1.0,1.0,1.0
762445815,"[(210, 291)]",1,1,1,1.0,1.0,1.0
762446344,"[(48, 137)]",1,1,1,1.0,1.0,1.0
762449358,"[(66, 29)]",1,1,1,1.0,1.0,1.0
762450423,"[(319, 410)]",1,1,1,1.0,1.0,1.0
762454075,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762458311,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762458468,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762470470,"[(236, 442)]",1,1,1,1.0,1.0,1.0
762483062,"[(384, 146), (382, 145), (383, 145)]",3,3,2,0.6666666666666666,0.7,0.5
762483065,"[(370, 134), (370, 133), (369, 133)]",3,2,2,1.0,1.0,0.75
762487200,"[(95, 427)]",1,1,1,1.0,1.0,1.0
762490883,"[(387, 1)]",1,1,1,1.0,1.0,1.0
762521827,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762556971,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762564744,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762564853,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762569990,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762570039,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762608417,"[(306, 331)]",1,1,1,1.0,1.0,1.0
762608438,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762613125,"[(405, 4)]",1,1,1,1.0,1.0,1.0
762613183,"[(405, 4)]",1,1,1,1.0,1.0,1.0
762629350,"[(181, 223)]",1,1,1,1.0,1.0,1.0
762629516,"[(324, 184)]",1,1,1,1.0,1.0,1.0
762632727,"[(366, 120)]",1,1,1,1.0,1.0,1.0
762636249,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762662605,"[(368, 262), (368, 261)]",2,1,2,2.0,2.0,1.0
762666455,"[(10, 243)]",1,1,1,1.0,1.0,1.0
762673773,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762674420,"[(4, 44)]",1,1,1,1.0,1.0,1.0
762686813,"[(371, 468)]",1,1,1,1.0,1.0,1.0
762731904,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762731973,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762758872,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762758974,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762816690,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762816738,"[(64, 442)]",1,1,1,1.0,1.0,1.0
762816771,"[(78, 358)]",1,1,1,1.0,1.0,1.0
762816844,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762824734,"[(236, 205)]",1,1,1,1.0,1.0,1.0
762824821,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762824833,"[(87, 329)]",1,1,1,1.0,1.0,1.0
762824945,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762828749,"[(298, 320)]",1,1,1,1.0,1.0,1.0
762828782,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762828842,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762829364,"[(102, 96)]",1,1,1,1.0,1.0,1.0
762841095,"[(206, 172)]",1,1,1,1.0,1.0,1.0
762857825,"[(266, 162)]",1,1,1,1.0,1.0,1.0
762862319,"[(7, 247)]",1,1,1,1.0,1.0,1.0
762894893,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762894993,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762907164,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762907269,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762960662,"[(306, 98)]",1,1,1,1.0,1.0,1.0
762982784,"[(109, 329)]",1,1,1,1.0,1.0,1.0
762982920,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763012758,"[(290, 118)]",1,1,1,1.0,1.0,1.0
763016301,"[(354, 348)]",1,1,1,1.0,1.0,1.0
763016319,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763016322,"[(247, 260)]",1,1,1,1.0,1.0,1.0
763016519,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763020693,"[(280, 176)]",1,1,1,1.0,1.0,1.0
763033073,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763033297,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763045260,"[(171, 368), (171, 367)]",2,1,2,2.0,2.0,1.0
763049471,"[(97, 332)]",1,1,1,1.0,1.0,1.0
763049489,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763049598,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763057450,"[(158, 70), (159, 69)]",2,2,2,1.0,1.0,0.5
763057492,"[(21, 90)]",1,1,1,1.0,1.0,1.0
763057541,"[(21, 90)]",1,1,1,1.0,1.0,1.0
763171061,"[(373, 49)]",1,1,1,1.0,1.0,1.0
763187778,"[(280, 27)]",1,1,1,1.0,1.0,1.0
763201416,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763201514,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763208058,"[(5, 395)]",1,1,1,1.0,1.0,1.0
763208068,"[(24, 409)]",1,1,1,1.0,1.0,1.0
763211882,"[(381, 297)]",1,1,1,1.0,1.0,1.0
763220406,"[(281, 299), (281, 300)]",2,1,2,2.0,2.0,1.0
763224138,"[(7, 180)]",1,1,1,1.0,1.0,1.0
763224406,"[(67, 247), (67, 248), (67, 247)]",3,1,2,2.0,2.0,1.0
763232502,"[(65, 236)]",1,1,1,1.0,1.0,1.0
763232606,"[(159, 161)]",1,1,1,1.0,1.0,1.0
763249771,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763249790,"[(397, 346)]",1,1,1,1.0,1.0,1.0
763249830,"[(397, 346)]",1,1,1,1.0,1.0,1.0
763249977,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763257560,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763257667,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763261626,"[(41, 401)]",1,1,1,1.0,1.0,1.0
763267613,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763267665,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763273927,"[(306, 98)]",1,1,1,1.0,1.0,1.0
763355673,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763355759,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763400209,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763403820,"[(180, 146)]",1,1,1,1.0,1.0,1.0
763403849,"[(81, 219)]",1,1,1,1.0,1.0,1.0
763412501,"[(230, 99)]",1,1,1,1.0,1.0,1.0
763420610,"[(261, 63)]",1,1,1,1.0,1.0,1.0
763429444,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763429567,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763436532,"[(165, 276)]",1,1,1,1.0,1.0,1.0
763436575,"[(355, 397)]",1,1,1,1.0,1.0,1.0
763438831,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763438969,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763453385,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763453502,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763462381,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763465424,"[(98, 154)]",1,1,1,1.0,1.0,1.0
763563325,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763563427,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763591320,"[(44, 473)]",1,1,1,1.0,1.0,1.0
763599610,"[(251, 415), (251, 416), (251, 415)]",3,1,2,2.0,2.0,1.0
763603634,"[(206, 265)]",1,1,1,1.0,1.0,1.0
763607552,"[(90, 358), (90, 357), (90, 358)]",3,1,2,2.0,2.0,1.0
763620120,"[(45, 293)]",1,1,1,1.0,1.0,1.0
763623527,"[(124, 84)]",1,1,1,1.0,1.0,1.0
763623862,"[(52, 145), (52, 146)]",2,1,2,2.0,2.0,1.0
763628191,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763628207,"[(113, 327)]",1,1,1,1.0,1.0,1.0
763628417,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763633727,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763633826,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763640378,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763640550,"[(215, 222)]",1,1,1,1.0,1.0,1.0
763640551,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763640879,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763641126,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763648954,"[(399, 171)]",1,1,1,1.0,1.0,1.0
763687102,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763761956,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763762060,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763766002,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763766165,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763766529,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763766648,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763768361,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763774684,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763774821,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763777933,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763778221,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763778421,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763778574,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763780423,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763780595,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763812140,"[(356, 16), (356, 15), (356, 16)]",3,1,2,2.0,2.0,1.0
763815219,"[(374, 112)]",1,1,1,1.0,1.0,1.0
763824130,"[(311, 382)]",1,1,1,1.0,1.0,1.0
763836557,"[(411, 276)]",1,1,1,1.0,1.0,1.0
763840355,"[(250, 122)]",1,1,1,1.0,1.0,1.0
763890967,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763891072,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763954078,"[(219, 45)]",1,1,1,1.0,1.0,1.0
763968602,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763968686,"[(109, 329)]",1,1,1,1.0,1.0,1.0
763970166,"[(354, 179)]",1,1,1,1.0,1.0,1.0
763978498,"[(276, 162)]",1,1,1,1.0,1.0,1.0
763982591,"[(31, 376), (31, 375), (31, 376)]",3,1,2,2.0,2.0,1.0
763983023,"[(205, 461)]",1,1,1,1.0,1.0,1.0
763990932,"[(57, 360)]",1,1,1,1.0,1.0,1.0
764002717,"[(405, 417)]",1,1,1,1.0,1.0,1.0
764002917,"[(323, 386)]",1,1,1,1.0,1.0,1.0
764007225,"[(25, 214)]",1,1,1,1.0,1.0,1.0
764011217,"[(146, 280)]",1,1,1,1.0,1.0,1.0
764011937,"[(2, 190)]",1,1,1,1.0,1.0,1.0
764015422,"[(55, 188)]",1,1,1,1.0,1.0,1.0
764027552,"[(238, 475)]",1,1,1,1.0,1.0,1.0
764031895,"[(142, 210)]",1,1,1,1.0,1.0,1.0
764056685,"[(380, 135)]",1,1,1,1.0,1.0,1.0
764057361,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764065052,"[(412, 167)]",1,1,1,1.0,1.0,1.0
764080870,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764080979,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764123606,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764123658,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764132148,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764170406,"[(281, 28)]",1,1,1,1.0,1.0,1.0
764174255,"[(263, 424)]",1,1,1,1.0,1.0,1.0
764174283,"[(200, 458)]",1,1,1,1.0,1.0,1.0
764182421,"[(201, 374)]",1,1,1,1.0,1.0,1.0
764190502,"[(407, 427)]",1,1,1,1.0,1.0,1.0
764195284,"[(397, 69)]",1,1,1,1.0,1.0,1.0
764205209,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764205318,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764214943,"[(261, 88)]",1,1,1,1.0,1.0,1.0
764223913,"[(181, 361)]",1,1,1,1.0,1.0,1.0
764244533,"[(408, 369)]",1,1,1,1.0,1.0,1.0
764313403,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764313504,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764315948,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764316055,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764334064,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764334184,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764353435,"[(349, 93)]",1,1,1,1.0,1.0,1.0
764353749,"[(244, 9)]",1,1,1,1.0,1.0,1.0
764382178,"[(94, 341)]",1,1,1,1.0,1.0,1.0
764382195,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764382365,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764386607,"[(271, 133)]",1,1,1,1.0,1.0,1.0
764386611,"[(162, 111)]",1,1,1,1.0,1.0,1.0
764394317,"[(310, 372)]",1,1,1,1.0,1.0,1.0
764394325,"[(248, 386)]",1,1,1,1.0,1.0,1.0
764394840,"[(71, 145)]",1,1,1,1.0,1.0,1.0
764398641,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764398660,"[(51, 321)]",1,1,1,1.0,1.0,1.0
764402840,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764402852,"[(132, 329)]",1,1,1,1.0,1.0,1.0
764402990,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764406376,"[(9, 28)]",1,1,1,1.0,1.0,1.0
764406851,"[(114, 212)]",1,1,1,1.0,1.0,1.0
764419055,"[(118, 368)]",1,1,1,1.0,1.0,1.0
764431518,"[(200, 116)]",1,1,1,1.0,1.0,1.0
764522079,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764548969,"[(364, 412)]",1,1,1,1.0,1.0,1.0
764565288,"[(401, 303)]",1,1,1,1.0,1.0,1.0
764565446,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764565612,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764565933,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764569944,"[(120, 59)]",1,1,1,1.0,1.0,1.0
764581666,"[(326, 164)]",1,1,1,1.0,1.0,1.0
764598247,"[(318, 126)]",1,1,1,1.0,1.0,1.0
764598412,"[(373, 251)]",1,1,1,1.0,1.0,1.0
764606403,"[(405, 107)]",1,1,1,1.0,1.0,1.0
764610945,"[(191, 412), (191, 411)]",2,1,2,2.0,2.0,1.0
764614563,"[(242, 25)]",1,1,1,1.0,1.0,1.0
764622905,"[(338, 21)]",1,1,1,1.0,1.0,1.0
764623905,"[(27, 409)]",1,1,1,1.0,1.0,1.0
764686833,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764723947,"[(42, 403)]",1,1,1,1.0,1.0,1.0
764732008,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764732081,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764761219,"[(295, 165)]",1,1,1,1.0,1.0,1.0
764761261,"[(295, 166)]",1,1,1,1.0,1.0,1.0
764769327,"[(291, 194)]",1,1,1,1.0,1.0,1.0
764782073,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764790452,"[(182, 391)]",1,1,1,1.0,1.0,1.0
764794513,"[(133, 232)]",1,1,1,1.0,1.0,1.0
764806313,"[(159, 6)]",1,1,1,1.0,1.0,1.0
764806540,"[(138, 175)]",1,1,1,1.0,1.0,1.0
764831226,"[(210, 61)]",1,1,1,1.0,1.0,1.0
764916785,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764916869,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764930766,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764938949,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764939020,"[(109, 329)]",1,1,1,1.0,1.0,1.0
764961465,"[(113, 86)]",1,1,1,1.0,1.0,1.0
764981382,"[(408, 210)]",1,1,1,1.0,1.0,1.0
764981702,"[(179, 356)]",1,1,1,1.0,1.0,1.0
764986337,"[(325, 49)]",1,1,1,1.0,1.0,1.0
764993558,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765002159,"[(291, 462)]",1,1,1,1.0,1.0,1.0
765002807,"[(338, 121)]",1,1,1,1.0,1.0,1.0
765010881,"[(294, 294), (294, 293)]",2,1,2,2.0,2.0,1.0
765014463,"[(381, 48)]",1,1,1,1.0,1.0,1.0
765019145,"[(332, 226)]",1,1,1,1.0,1.0,1.0
765019972,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765020054,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765032945,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765060303,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765098250,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765106467,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765106574,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765109149,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765109394,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765112238,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765112468,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765144215,"[(397, 206)]",1,1,1,1.0,1.0,1.0
765156860,"[(14, 359)]",1,1,1,1.0,1.0,1.0
765157439,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765177364,"[(332, 289)]",1,1,1,1.0,1.0,1.0
765185722,"[(134, 260)]",1,1,1,1.0,1.0,1.0
765198141,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765198253,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765203334,"[(306, 98)]",1,1,1,1.0,1.0,1.0
765213558,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765213629,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765214601,"[(289, 167)]",1,1,1,1.0,1.0,1.0
765218339,"[(198, 477)]",1,1,1,1.0,1.0,1.0
765342299,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765348486,"[(246, 416)]",1,1,1,1.0,1.0,1.0
765348721,"[(247, 425)]",1,1,1,1.0,1.0,1.0
765360539,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765360680,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765361136,"[(205, 56)]",1,1,1,1.0,1.0,1.0
765361192,"[(205, 56)]",1,1,1,1.0,1.0,1.0
765372952,"[(405, 221)]",1,1,1,1.0,1.0,1.0
765376832,"[(9, 378)]",1,1,1,1.0,1.0,1.0
765377117,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765377607,"[(257, 168)]",1,1,1,1.0,1.0,1.0
765385708,"[(360, 289)]",1,1,1,1.0,1.0,1.0
765389230,"[(223, 52)]",1,1,1,1.0,1.0,1.0
765405626,"[(342, 22)]",1,1,1,1.0,1.0,1.0
765414146,"[(30, 132)]",1,1,1,1.0,1.0,1.0
765519486,"[(330, 38)]",1,1,1,1.0,1.0,1.0
765519547,"[(291, 9)]",1,1,1,1.0,1.0,1.0
765536274,"[(358, 7)]",1,1,1,1.0,1.0,1.0
765548295,"[(29, 429)]",1,1,1,1.0,1.0,1.0
765560335,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765560479,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765560746,"[(218, 186)]",1,1,1,1.0,1.0,1.0
765568257,"[(387, 400)]",1,1,1,1.0,1.0,1.0
765568738,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765568853,"[(109, 329)]",1,1,1,1.0,1.0,1.0
765570391,"[(109, 329)]",1,1,1,1.0,1.0,1.0
